Customer ID,Segment,Recency,Frequency,Monetary,AvgOrderValue,ReturnRate,Churn_Risk,Churn_Risk_Label,Churn
37702,At-Risk,1046,7,27410,3915.714285714286,0.7142857142857143,0.7335093498541554,High,0
23120,At-Risk,938,5,22170,4434.0,0.4,0.7075782605435562,High,1
34365,At-Risk,770,7,21453,3064.714285714286,0.8571428571428571,0.6786233208944382,High,0
2960,At-Risk,890,7,21117,3016.714285714286,0.42857142857142855,0.6734497425254667,High,0
41811,At-Risk,811,6,20542,3423.6666666666665,0.6666666666666666,0.6870213916938477,High,1
40721,At-Risk,767,6,19629,3271.5,0.6666666666666666,0.6758986627931247,High,0
40192,At-Risk,758,7,19571,2795.8571428571427,0.7142857142857143,0.6655506569990692,High,0
43525,At-Risk,886,7,19044,2720.5714285714284,0.2857142857142857,0.6633277507965135,High,0
5658,At-Risk,814,6,18975,3162.5,0.6666666666666666,0.692016529824385,High,0
33300,At-Risk,727,6,18951,3158.5,0.6666666666666666,0.6653918238697716,High,1
5457,At-Risk,838,6,18590,3098.3333333333335,0.6666666666666666,0.7003796632135029,High,0
44422,At-Risk,855,7,18482,2640.285714285714,0.5714285714285714,0.6838514253601904,High,1
16408,At-Risk,817,5,18426,3685.2,0.2,0.6601977512557503,High,0
19939,At-Risk,776,5,18336,3667.2,0.4,0.6678551039259497,High,0
47009,At-Risk,838,5,17973,3594.6,0.4,0.6878174693072056,High,0
16237,At-Risk,826,6,17937,2989.5,0.3333333333333333,0.6650634369601524,High,0
27202,At-Risk,954,7,17760,2537.1428571428573,0.42857142857142855,0.7018113284122455,High,1
24072,At-Risk,809,6,17315,2885.8333333333335,0.5,0.6781328546711838,High,0
25179,At-Risk,680,5,17146,3429.2,0.6,0.6615017772346452,High,0
34201,At-Risk,739,6,17122,2853.6666666666665,0.8333333333333334,0.6904956806869847,High,0
46801,At-Risk,922,6,16720,2786.6666666666665,0.3333333333333333,0.6976760277263495,High,0
28232,At-Risk,708,6,16263,2710.5,0.8333333333333334,0.6832202579755532,High,0
3320,At-Risk,794,6,16213,2702.1666666666665,0.5,0.6763973148441371,High,0
41342,At-Risk,740,4,16080,4020.0,0.25,0.6601787564622182,High,0
29130,At-Risk,774,6,15910,2651.6666666666665,0.6666666666666666,0.6877169461344216,High,0
31442,At-Risk,699,6,15868,2644.6666666666665,0.6666666666666666,0.6648200297322528,High,1
43010,At-Risk,774,6,15831,2638.5,0.5,0.6712557143916921,High,0
16054,At-Risk,791,5,15722,3144.4,0.4,0.679253886504264,High,1
27730,At-Risk,680,5,15639,3127.8,0.8,0.6854206434419006,High,1
9081,At-Risk,768,6,15571,2595.1666666666665,0.5,0.6700913385336857,High,0
9093,At-Risk,768,5,15562,3112.4,0.4,0.6726147425123621,High,0
23807,At-Risk,1023,6,15514,2585.6666666666665,0.5,0.748460422627675,High,0
14986,At-Risk,681,6,15408,2568.0,0.8333333333333334,0.6771614273608518,High,0
27650,At-Risk,791,5,15376,3075.2,0.8,0.720153639462267,High,0
36821,At-Risk,665,5,15125,3025.0,0.8,0.6821560436746639,High,0
13129,At-Risk,797,4,15090,3772.5,0.5,0.7052378566933066,High,0
46432,At-Risk,698,5,15090,3018.0,0.6,0.6723697585337973,High,0
16424,At-Risk,570,4,15029,3757.25,1.0,0.6857645818194001,High,0
15308,At-Risk,907,5,15003,3000.6,0.4,0.7167064264421885,High,0
48563,At-Risk,703,5,14928,2985.6,0.6,0.6743247724812604,High,0
33763,At-Risk,941,4,14852,3713.0,0.0,0.7000285410482973,High,0
9371,At-Risk,818,6,14850,2475.0,0.3333333333333333,0.6706370139160877,High,0
27218,At-Risk,944,5,14776,2955.2,0.4,0.728646420044782,High,0
27451,At-Risk,814,8,14537,1817.125,0.5,0.6618906250872465,High,0
9154,At-Risk,811,7,14281,2040.142857142857,0.42857142857142855,0.6669932357168553,High,0
44995,At-Risk,996,4,14114,3528.5,0.25,0.7438188329439318,High,0
6539,At-Risk,846,6,14113,2352.1666666666665,0.3333333333333333,0.6811424967806899,High,0
13611,At-Risk,916,5,14100,2820.0,0.6,0.7418153618323704,High,0
11109,At-Risk,771,6,14030,2338.3333333333335,0.5,0.6750188651702691,High,0
36831,At-Risk,812,4,13936,3484.0,0.5,0.712839993841898,High,1
40629,At-Risk,770,5,13865,2773.0,0.4,0.6776411896464117,High,0
2848,At-Risk,732,4,13855,3463.75,0.75,0.7135107523493718,High,0
9510,At-Risk,763,5,13734,2746.8,0.8,0.7158346082944531,High,0
27265,At-Risk,1046,5,13701,2740.2,0.6,0.7827302388338533,High,0
9192,At-Risk,806,5,13611,2722.2,0.4,0.6893446467187766,High,0
26500,At-Risk,659,5,13542,2708.4,0.6,0.6644320526820848,High,1
9443,At-Risk,833,5,13541,2708.2,0.4,0.6978088862529943,High,1
30077,At-Risk,651,4,13471,3367.75,1.0,0.7146626963393593,High,0
34002,At-Risk,831,4,13441,3360.25,0.5,0.7199554335279943,High,0
24055,At-Risk,879,5,13368,2673.6,0.2,0.6923691921798486,High,0
1773,At-Risk,1027,6,13310,2218.3333333333335,0.3333333333333333,0.7387521241596756,High,0
46134,At-Risk,805,5,13207,2641.4,0.4,0.6900884768508806,High,0
25362,At-Risk,701,4,13200,3300.0,0.5,0.6807048394546091,High,1
41758,At-Risk,565,4,13184,3296.0,0.75,0.6640286551167687,High,0
46453,At-Risk,649,7,13184,1883.4285714285713,0.8571428571428571,0.6630098119966985,High,0
38399,At-Risk,791,3,13136,4378.666666666667,0.0,0.6709786297106091,High,0
47296,At-Risk,782,6,13077,2179.5,0.3333333333333333,0.6642046529300574,High,1
38308,At-Risk,729,6,13006,2167.6666666666665,0.6666666666666666,0.6814649489390702,High,0
49619,At-Risk,785,4,12955,3238.75,0.25,0.6821088189286658,High,0
45253,At-Risk,837,5,12891,2578.2,0.6,0.7207261674668743,High,0
44083,At-Risk,828,4,12864,3216.0,0.5,0.7205356432065846,High,1
19205,At-Risk,557,4,12795,3198.75,0.75,0.6625862393539417,High,0
9258,At-Risk,783,5,12775,2555.0,0.6,0.7044634015696778,High,0
23744,At-Risk,843,4,12648,3162.0,0.0,0.6756985656886824,High,0
32157,At-Risk,796,6,12631,2105.1666666666665,0.5,0.6863255952898497,High,0
1215,At-Risk,809,5,12615,2523.0,0.4,0.6928549324244018,High,0
36027,At-Risk,686,4,12570,3142.5,0.5,0.6777418909680903,High,0
27347,At-Risk,829,4,12464,3116.0,0.25,0.6968825685029032,High,0
24335,At-Risk,722,5,12448,2489.6,0.4,0.6666020896865351,High,1
9735,At-Risk,756,5,12399,2479.8,0.6,0.6971589592009784,High,0
48554,At-Risk,782,5,12384,2476.8,0.2,0.665173425954805,High,1
22355,At-Risk,954,5,12371,2474.2,0.4,0.737967967898101,High,0
40254,At-Risk,725,5,12206,2441.2,0.4,0.6681516420674951,High,0
2818,At-Risk,712,4,12170,3042.5,0.5,0.6867575279208509,High,0
9707,At-Risk,856,5,12125,2425.0,0.6,0.7285463269553369,High,0
10522,At-Risk,879,5,12097,2419.4,0.6,0.7356743540573678,High,1
37325,At-Risk,628,4,11996,2999.0,0.75,0.6864431336762833,High,0
32619,At-Risk,707,4,11972,2993.0,0.5,0.6857386731204429,High,1
32186,At-Risk,708,6,11821,1970.1666666666667,0.6666666666666666,0.6781047550067151,High,1
44856,At-Risk,838,4,11807,2951.75,0.5,0.7263517951425977,High,0
8587,At-Risk,901,4,11658,2914.5,0.25,0.7210644143860285,High,1
46232,At-Risk,626,3,11572,3857.3333333333335,0.6666666666666666,0.6910988908502993,High,0
3328,At-Risk,826,4,11565,2891.25,0.25,0.6983001205296926,High,0
48807,At-Risk,778,5,11506,2301.2,0.4,0.6862296202317585,High,0
19044,At-Risk,839,6,11495,1915.8333333333333,0.6666666666666666,0.7191365482029696,High,0
5277,At-Risk,666,4,11474,2868.5,0.5,0.6744570061573045,High,0
45795,At-Risk,714,4,11427,2856.75,0.25,0.6643031533152047,High,0
29458,At-Risk,747,4,11427,2856.75,0.25,0.6744258527017079,High,1
1420,At-Risk,768,5,11276,2255.2,0.2,0.6637602372464669,High,0
37087,At-Risk,1046,4,11239,2809.75,0.25,0.7666325272228794,High,1
37377,At-Risk,757,6,11191,1865.1666666666667,0.6666666666666666,0.6947737083606871,High,0
13082,At-Risk,730,3,11170,3723.3333333333335,0.3333333333333333,0.690712775721975,High,0
38053,At-Risk,600,4,11153,2788.25,0.75,0.6800463492904223,High,0
613,At-Risk,911,3,11027,3675.6666666666665,0.0,0.7132727779980266,High,0
2412,At-Risk,881,3,11000,3666.6666666666665,0.3333333333333333,0.737473869279659,High,1
12100,At-Risk,756,5,10870,2174.0,0.8,0.721135035133887,High,0
4994,At-Risk,691,4,10856,2714.0,0.5,0.6837327910161906,High,0
12227,At-Risk,628,5,10828,2165.6,0.6,0.6619804500200617,High,0
35664,At-Risk,1012,4,10827,2706.75,0.5,0.7822744615050816,High,1
38283,At-Risk,614,3,10826,3608.6666666666665,0.6666666666666666,0.6893578390432713,High,1
11507,At-Risk,542,4,10805,2701.25,0.75,0.6631598920896307,High,0
13912,At-Risk,842,4,10736,2684.0,0.5,0.730363862470117,High,1
12779,At-Risk,1025,4,10636,2659.0,0.5,0.7867588760027856,High,0
13429,At-Risk,844,7,10536,1505.142857142857,0.5714285714285714,0.7011403049605198,High,0
48226,At-Risk,712,4,10534,2633.5,0.5,0.6910118511558008,High,0
5127,At-Risk,780,3,10532,3510.6666666666665,0.3333333333333333,0.7077092810788059,High,0
17071,At-Risk,854,3,10525,3508.3333333333335,0.3333333333333333,0.7304268706763994,High,0
47728,At-Risk,768,5,10496,2099.2,0.8,0.725788582065086,High,1
4798,At-Risk,534,4,10465,2616.25,0.75,0.6615900546651214,High,1
2106,At-Risk,662,3,10386,3462.0,0.6666666666666666,0.7052259599367067,High,0
5730,At-Risk,763,3,10374,3458.0,0.6666666666666666,0.736238760333633,High,0
35171,At-Risk,740,4,10345,2586.25,0.25,0.6750922917632194,High,0
20954,At-Risk,589,3,10337,3445.6666666666665,1.0,0.7162940768949126,High,1
14873,At-Risk,740,4,10335,2583.75,0.5,0.7001182961839709,High,0
34687,At-Risk,487,4,10318,2579.5,1.0,0.6725551417360583,High,0
16971,At-Risk,853,4,10307,2576.75,0.5,0.7348536852491918,High,0
6972,At-Risk,913,5,10293,2058.6,0.2,0.710794999413704,High,0
38576,At-Risk,624,4,10266,2566.5,0.5,0.6647149046012669,High,0
36701,At-Risk,707,3,10231,3410.3333333333335,0.3333333333333333,0.6860993761066171,High,0
46373,At-Risk,827,5,10180,2036.0,0.8,0.7447084812700369,High,0
48407,At-Risk,796,4,10135,2533.75,0.75,0.7428162987094309,High,0
35136,At-Risk,777,3,10133,3377.6666666666665,0.3333333333333333,0.7078266120680189,High,0
31099,At-Risk,814,3,10128,3376.0,0.0,0.685855974196595,High,0
40076,At-Risk,658,6,10076,1679.3333333333333,0.6666666666666666,0.6673051031149733,High,0
20900,At-Risk,779,6,10069,1678.1666666666667,0.3333333333333333,0.671106537293344,High,1
42883,At-Risk,951,4,10053,2513.25,0.5,0.7655755472295321,High,0
8020,At-Risk,685,3,10005,3335.0,0.3333333333333333,0.6799386097579329,High,0
30601,At-Risk,982,4,9999,2499.75,1.0,0.8252251735555781,High,0
43396,At-Risk,546,2,9890,4945.0,1.0,0.7167662904534261,High,1
3202,At-Risk,736,5,9873,1974.6,0.6,0.6975927065576608,High,0
25674,At-Risk,574,4,9851,2462.75,0.75,0.6754566647495719,High,0
13186,At-Risk,847,3,9807,3269.0,0.0,0.6968134154892222,High,0
1861,At-Risk,963,3,9718,3239.3333333333335,0.3333333333333333,0.7659610102531337,High,0
44603,At-Risk,832,3,9675,3225.0,0.6666666666666666,0.7592221135159439,High,0
27195,At-Risk,905,6,9547,1591.1666666666667,0.0,0.6777809414717065,High,0
41952,At-Risk,716,4,9440,2360.0,0.25,0.6700837286510487,High,0
25492,At-Risk,713,5,9378,1875.6,0.4,0.6718247106609351,High,0
16626,At-Risk,732,3,9361,3120.3333333333335,0.6666666666666666,0.7293638057017751,High,1
21382,At-Risk,881,4,9361,2340.25,0.0,0.6959026605075012,High,0
2660,At-Risk,1080,3,9313,3104.3333333333335,0.0,0.7695704265123845,High,0
19240,At-Risk,1025,4,9292,2323.0,0.25,0.7652538701517909,High,0
3058,At-Risk,695,2,9172,4586.0,0.5,0.7143389293357785,High,0
31656,At-Risk,592,3,9167,3055.6666666666665,0.6666666666666666,0.686923506188281,High,0
37826,At-Risk,800,4,9166,2291.5,0.25,0.6965631209452847,High,0
24406,At-Risk,548,3,9119,3039.6666666666665,0.6666666666666666,0.673551394892551,High,0
45542,At-Risk,537,4,9093,2273.25,0.75,0.666078106591004,High,0
43150,At-Risk,477,4,9007,2251.75,1.0,0.672896836634007,High,0
17872,At-Risk,532,3,8966,2988.6666666666665,0.6666666666666666,0.6690412870699266,High,0
21303,At-Risk,552,3,8893,2964.3333333333335,0.6666666666666666,0.6753660886665662,High,1
44562,At-Risk,737,3,8891,2963.6666666666665,0.0,0.6654530891417185,High,0
35091,At-Risk,586,3,8846,2948.6666666666665,0.6666666666666666,0.6859177572968591,High,0
46160,At-Risk,551,3,8835,2945.0,1.0,0.7085434991740007,High,0
40424,At-Risk,977,3,8813,2937.6666666666665,0.3333333333333333,0.7726088888587542,High,0
45502,At-Risk,764,4,8801,2200.25,0.25,0.6864693375174393,High,0
46043,At-Risk,984,4,8790,2197.5,0.5,0.7789826049569533,High,0
49476,At-Risk,692,5,8746,1749.2,0.8,0.7070264722610207,High,1
49413,At-Risk,865,3,8727,2909.0,1.0,0.8051433653230252,High,0
13673,At-Risk,833,3,8672,2890.6666666666665,0.3333333333333333,0.7288037720502466,High,0
11794,At-Risk,700,3,8516,2838.6666666666665,1.0,0.7550785616683671,High,0
4685,At-Risk,813,5,8441,1688.2,0.2,0.6849361715111201,High,1
20232,At-Risk,491,4,8358,2089.5,1.0,0.6788790020683885,High,0
39462,At-Risk,734,4,8336,2084.0,0.5,0.7034760890946554,High,0
25401,At-Risk,680,3,8305,2768.3333333333335,0.6666666666666666,0.7161589522877376,High,0
4900,At-Risk,678,4,8296,2074.0,0.5,0.686402192667232,High,0
28991,At-Risk,509,3,8214,2738.0,0.6666666666666666,0.6639416047865152,High,1
38231,At-Risk,629,4,8173,2043.25,0.75,0.6966913721958501,High,0
40319,At-Risk,670,4,7972,1993.0,0.5,0.6847907481695202,High,0
31569,At-Risk,768,4,7969,1992.25,0.5,0.7148598991889972,High,0
29351,At-Risk,561,3,7920,2640.0,1.0,0.7139903883353421,High,0
16359,At-Risk,785,3,7857,2619.0,0.0,0.6828658726277946,High,0
41330,At-Risk,828,4,7726,1931.5,0.25,0.7088967145887195,High,0
9480,At-Risk,1063,4,7724,1931.0,0.5,0.8059878050434218,High,0
33900,At-Risk,729,3,7706,2568.6666666666665,0.0,0.6660806252707132,High,0
14227,At-Risk,913,4,7704,1926.0,0.5,0.7600275439462747,High,1
10963,At-Risk,951,3,7648,2549.3333333333335,0.3333333333333333,0.7676629437536078,High,0
23555,At-Risk,1008,2,7618,3809.0,0.0,0.7643922862592161,High,0
11952,At-Risk,720,4,7594,1898.5,0.25,0.6761111385868114,High,0
36075,At-Risk,640,3,7587,2529.0,0.3333333333333333,0.6724227977140572,High,0
336,At-Risk,882,3,7511,2503.6666666666665,0.6666666666666666,0.7801868934794579,High,0
16444,At-Risk,719,2,7434,3717.0,0.5,0.7262204608525781,High,0
20459,At-Risk,752,4,7367,1841.75,0.5,0.7115173898581164,High,0
18713,At-Risk,1098,3,7347,2449.0,0.3333333333333333,0.8135377013581061,High,0
34008,At-Risk,960,4,7325,1831.25,0.0,0.7254302894068679,High,0
8962,At-Risk,755,5,7248,1449.6,0.2,0.6702470878638327,High,0
14071,At-Risk,645,3,7184,2394.6666666666665,0.6666666666666666,0.7083378515349654,High,0
30324,At-Risk,581,3,7181,2393.6666666666665,1.0,0.7220470843540335,High,0
34902,At-Risk,550,3,7154,2384.6666666666665,0.6666666666666666,0.6792747605027416,High,0
49314,At-Risk,820,3,7150,2383.3333333333335,0.6666666666666666,0.7621072481606127,High,0
18795,At-Risk,654,4,7146,1786.5,1.0,0.7320307378634736,High,0
34568,At-Risk,815,3,7145,2381.6666666666665,0.6666666666666666,0.7605865080397001,High,1
49221,At-Risk,910,2,6847,3423.5,0.5,0.7863358774059075,High,0
42821,At-Risk,816,4,6832,1708.0,0.5,0.7325405282088141,High,0
2423,At-Risk,790,2,6822,3411.0,0.5,0.7495910725068662,High,0
44534,At-Risk,762,4,6744,1686.0,0.75,0.7412049499335132,High,0
43080,At-Risk,678,4,6733,1683.25,0.25,0.6654666836306958,High,1
37431,At-Risk,715,4,6732,1683.0,0.25,0.6768189773243046,High,0
49364,At-Risk,684,4,6696,1674.0,0.5,0.6924033907850224,High,0
28925,At-Risk,938,3,6586,2195.3333333333335,0.6666666666666666,0.7997702165094038,High,0
17836,At-Risk,340,2,6479,3239.5,1.0,0.6624462143226925,High,0
30174,At-Risk,848,4,6362,1590.5,0.5,0.7435786869043812,High,0
49276,At-Risk,588,2,6266,3133.0,0.5,0.689073728116602,High,0
39375,At-Risk,975,2,6244,3122.0,0.5,0.8078425942839731,High,0
11910,At-Risk,908,2,6209,3104.5,1.0,0.8373814625173396,High,0
19244,At-Risk,798,2,6162,3081.0,0.0,0.7037613520065282,High,0
17139,At-Risk,724,2,5929,2964.5,0.5,0.7316678685069713,High,0
26703,At-Risk,839,2,5929,2964.5,0.5,0.7669439421266033,High,1
796,At-Risk,598,3,5892,1964.0,0.3333333333333333,0.6639471114486191,High,0
39092,At-Risk,609,3,5875,1958.3333333333333,0.3333333333333333,0.6673655520927311,High,0
12277,At-Risk,441,3,5869,1956.3333333333333,1.0,0.6825140790805603,High,0
35230,At-Risk,588,4,5829,1457.25,1.0,0.7152101213034437,High,0
9247,At-Risk,771,4,5806,1451.5,0.25,0.6964049007963256,High,0
30877,At-Risk,1039,2,5799,2899.5,0.0,0.7786316928479068,High,1
18918,At-Risk,491,3,5711,1903.6666666666667,0.6666666666666666,0.6649290389079845,High,0
17744,At-Risk,767,3,5607,1869.0,0.3333333333333333,0.7165287282375836,High,0
35085,At-Risk,1077,2,5603,2801.5,0.5,0.8407978212124282,High,0
27772,At-Risk,676,2,5564,2782.0,0.5,0.7178931034840341,High,1
1736,At-Risk,849,3,5554,1851.3333333333333,0.3333333333333333,0.7418199259006956,High,1
10104,At-Risk,481,3,5534,1844.6666666666667,0.6666666666666666,0.6623218324927098,High,0
26071,At-Risk,735,3,5366,1788.6666666666667,0.0,0.6740061505241168,High,1
713,At-Risk,908,3,5349,1783.0,0.0,0.727117842701971,High,0
3076,At-Risk,560,3,5336,1778.6666666666667,0.6666666666666666,0.687069848857946,High,0
13932,At-Risk,819,3,5269,1756.3333333333333,0.6666666666666666,0.7666919312377173,High,0
5396,At-Risk,916,3,5198,1732.6666666666667,0.3333333333333333,0.7632978305187138,High,0
33533,At-Risk,630,2,5115,2557.5,1.0,0.7549502725279248,High,0
41404,At-Risk,579,3,5090,1696.6666666666667,0.6666666666666666,0.6935377784673292,High,0
20718,At-Risk,647,4,5083,1270.75,0.25,0.6602482106007102,High,1
35255,At-Risk,830,3,5035,1678.3333333333333,1.0,0.8040080011454708,High,0
16538,At-Risk,654,2,4969,2484.5,0.0,0.6626919002610812,High,0
9658,At-Risk,691,4,4954,1238.5,0.25,0.6740806001437423,High,0
12986,At-Risk,583,2,4857,2428.5,0.5,0.6912040086692038,High,0
9014,At-Risk,651,2,4853,2426.5,0.5,0.712073306143026,High,0
4406,At-Risk,734,1,4788,4788.0,0.0,0.7002024575772974,High,0
42305,At-Risk,704,2,4772,2386.0,0.0,0.6785416106627697,High,1
3999,At-Risk,543,3,4769,1589.6666666666667,0.6666666666666666,0.6833295755881772,High,0
35155,At-Risk,1243,1,4712,4712.0,1.0,0.9565350605001623,High,0
30569,At-Risk,847,2,4545,2272.5,0.0,0.722996941688676,High,1
45707,At-Risk,1123,2,4535,2267.5,1.0,0.9076855227965441,High,0
34241,At-Risk,645,2,4476,2238.0,0.0,0.6612131820078124,High,0
15075,At-Risk,530,3,4455,1485.0,0.6666666666666666,0.6801583843384255,High,0
23705,At-Risk,700,2,4450,2225.0,0.0,0.6781519591459383,High,0
30354,At-Risk,697,3,4407,1469.0,0.3333333333333333,0.6981768660897302,High,0
2595,At-Risk,478,2,4350,2175.0,1.0,0.710313843844251,High,1
32136,At-Risk,803,1,4260,4260.0,1.0,0.8227411351647571,High,0
647,At-Risk,1114,3,4253,1417.6666666666667,0.3333333333333333,0.8264914445987516,High,0
26976,At-Risk,668,2,4241,2120.5,0.0,0.6688795006193998,High,0
25333,At-Risk,791,2,4079,2039.5,0.5,0.7570308335852678,High,0
36407,At-Risk,653,2,4059,2029.5,0.5,0.7147515540832126,High,0
33654,At-Risk,892,2,4016,2008.0,0.0,0.738176256528027,High,0
29225,At-Risk,559,3,3967,1322.3333333333333,0.6666666666666666,0.6903231055925725,High,0
2458,At-Risk,1075,2,3796,1898.0,1.0,0.8948833231097139,High,0
15159,At-Risk,834,2,3667,1833.5,0.0,0.7212923997693105,High,1
26280,At-Risk,632,2,3647,1823.5,0.5,0.7093812184267645,High,0
21312,At-Risk,1222,3,3579,1193.0,0.6666666666666666,0.894706310246566,High,1
27985,At-Risk,998,2,3522,1761.0,0.5,0.8219762123364652,High,0
12194,At-Risk,642,3,3256,1085.3333333333333,0.3333333333333333,0.6842988092740593,High,1
5977,At-Risk,771,3,3236,1078.6666666666667,0.0,0.6905880369294682,High,1
38797,At-Risk,958,1,3034,3034.0,1.0,0.873475289418833,High,0
33239,At-Risk,1304,1,3029,3029.0,0.0,0.8796232609543623,High,1
9191,At-Risk,1139,1,2995,2995.0,0.0,0.8290981790524021,High,0
5320,At-Risk,492,4,2907,726.75,0.75,0.668360760286304,High,0
41372,At-Risk,861,2,2848,1424.0,1.0,0.8317043704178176,High,0
16087,At-Risk,618,2,2729,1364.5,0.5,0.7074739457241473,High,0
28264,At-Risk,582,2,2666,1333.0,1.0,0.7465948287896059,High,0
25513,At-Risk,801,1,2373,2373.0,0.0,0.7270346724280551,High,0
19657,At-Risk,767,2,2319,1159.5,0.5,0.7542456484473526,High,0
27115,At-Risk,587,2,2253,1126.5,0.5,0.6992025536979324,High,0
21223,At-Risk,768,2,2248,1124.0,0.0,0.7047370283009462,High,0
31720,At-Risk,994,1,1388,1388.0,0.0,0.7887985618598107,High,0
4091,At-Risk,1159,1,1163,1163.0,0.0,0.8399971582592354,High,1
16314,At-Risk,618,2,972,486.0,0.5,0.7120429224501907,High,0
25120,At-Risk,989,1,856,856.0,0.0,0.7886482547125035,High,1
29696,At-Risk,292,1,662,662.0,1.0,0.6753490594934881,High,0
29020,At-Risk,1187,1,602,602.0,0.0,0.8500449633186108,High,0
43322,At-Risk,1019,1,380,380.0,1.0,0.8990885191280064,High,0
28796,At-Risk,1247,1,292,292.0,0.0,0.8692560083373683,High,0
17258,At-Risk,1224,1,260,260.0,1.0,0.9622840077598468,High,0
